date,label,nb_hits,sum_time_spent,avg_page_load_time,bounce_rate,exit_rate,entrances,bounces
2024-11-04,about,32,259.99,1.008,22.5%,14.2%,16,7
2024-11-04,contact,42,296.74,0.853,18.4%,38.8%,26,7
2024-11-04,home,67,549.4,0.845,35.2%,40.1%,46,23
2024-11-04,services,25,242.01,0.604,68.3%,38.1%,13,17
2024-11-04,blog,11,124.58,0.814,12.6%,44.7%,2,1
2024-11-04,faq,8,85.91,0.733,58.9%,40.6%,0,4
2024-11-04,pricing,9,82.34,0.497,52.6%,14.8%,7,4
2024-11-04,testimonials,11,86.9,1.164,53.9%,51.2%,6,5
2024-11-05,about,42,363.38,1.033,32.7%,55.8%,31,13
2024-11-05,contact,44,282.35,0.872,64.1%,20.8%,2,28
2024-11-05,home,68,503.32,1.039,24.0%,20.5%,31,16
2024-11-05,services,28,246.56,0.916,57.0%,23.3%,26,15
2024-11-05,blog,14,105.77,0.675,13.9%,54.4%,4,1
2024-11-05,faq,8,58.06,0.743,20.3%,30.9%,8,1
2024-11-05,pricing,7,69.68,0.698,66.9%,25.2%,0,4
2024-11-05,testimonials,4,36.5,0.696,33.6%,11.4%,1,1
2024-11-06,about,32,241.4,1.082,44.0%,10.3%,25,14
2024-11-06,contact,40,388.41,0.746,32.5%,37.5%,39,12
2024-11-06,home,48,398.26,0.687,29.1%,23.0%,7,13
2024-11-06,services,34,204.74,0.678,62.2%,14.2%,15,21
2024-11-06,blog,18,214.31,0.769,43.2%,20.8%,4,7
2024-11-06,faq,13,108.05,0.661,31.7%,30.4%,1,4
2024-11-06,pricing,5,37.48,0.65,34.7%,22.0%,0,1
2024-11-06,testimonials,3,29.11,1.216,14.9%,11.7%,3,0
2024-11-07,about,38,318.65,0.942,38.1%,41.0%,9,14
2024-11-07,contact,44,471.54,0.842,22.1%,56.7%,42,9
2024-11-07,home,55,512.94,0.631,41.4%,22.7%,16,22
2024-11-07,services,22,172.5,0.966,61.9%,15.1%,10,13
2024-11-07,blog,13,149.51,1.105,51.0%,38.8%,13,6
2024-11-07,faq,9,80.63,0.726,66.6%,26.2%,7,5
2024-11-07,pricing,5,38.65,1.05,38.7%,56.4%,0,1
2024-11-07,testimonials,1,8.72,0.736,11.7%,41.6%,0,0
2024-11-08,about,38,472.76,0.775,58.3%,29.9%,14,22
2024-11-08,contact,55,496.03,1.374,14.2%,14.5%,17,7
2024-11-08,home,50,516.08,0.94,69.7%,40.3%,31,34
2024-11-08,services,28,247.14,0.851,10.1%,23.6%,26,2
2024-11-08,blog,13,105.99,0.786,51.1%,55.1%,6,6
2024-11-08,faq,10,78.6,0.857,34.1%,46.4%,10,3
2024-11-08,pricing,4,36.74,0.985,58.7%,29.2%,1,2
2024-11-08,testimonials,3,24.18,0.742,20.6%,59.4%,3,0
2024-11-09,about,23,139.29,0.721,38.6%,25.9%,1,8
2024-11-09,contact,34,265.59,0.72,47.9%,16.4%,26,16
2024-11-09,home,33,335.65,0.675,35.6%,59.7%,26,11
2024-11-09,services,19,230.45,0.597,61.0%,19.8%,19,11
2024-11-09,blog,11,81.56,0.608,56.3%,42.6%,6,6
2024-11-09,faq,4,36.24,0.951,26.3%,30.0%,3,1
2024-11-09,pricing,9,53.66,0.962,64.7%,11.0%,7,5
2024-11-09,testimonials,8,81.82,0.379,57.4%,25.9%,8,4
2024-11-10,about,23,209.71,0.374,19.7%,42.9%,16,4
2024-11-10,contact,23,217.63,0.794,10.0%,40.7%,20,2
2024-11-10,home,41,379.61,0.902,67.3%,17.6%,9,27
2024-11-10,services,14,108.39,0.699,50.5%,11.9%,3,7
2024-11-10,blog,4,41.98,0.851,44.6%,27.3%,2,1
2024-11-10,faq,7,59.59,0.987,46.9%,36.2%,5,3
2024-11-10,pricing,7,68.88,0.637,12.4%,30.3%,4,0
2024-11-10,testimonials,2,19.59,1.056,30.5%,53.7%,2,0
2024-11-11,about,30,323.55,0.48,11.4%,15.8%,17,3
2024-11-11,contact,47,331.87,0.694,36.6%,12.4%,10,17
2024-11-11,home,68,728.43,0.688,43.3%,51.3%,5,29
2024-11-11,services,24,212.0,0.824,34.9%,10.7%,16,8
2024-11-11,blog,11,122.11,0.911,41.4%,21.3%,6,4
2024-11-11,faq,9,69.4,0.963,45.9%,29.3%,5,4
2024-11-11,pricing,6,69.26,1.179,62.7%,37.9%,4,3
2024-11-11,testimonials,7,50.86,1.251,37.1%,56.8%,0,2
2024-11-12,about,27,176.68,0.824,31.5%,59.5%,14,8
2024-11-12,contact,50,522.76,0.559,20.2%,12.8%,26,10
2024-11-12,home,66,688.32,1.166,11.3%,59.4%,66,7
2024-11-12,services,38,268.72,0.793,13.1%,40.9%,17,4
2024-11-12,blog,15,114.81,0.538,56.9%,59.6%,4,8
2024-11-12,faq,12,132.59,0.949,46.7%,10.8%,2,5
2024-11-12,pricing,9,51.16,1.021,41.2%,59.8%,2,3
2024-11-12,testimonials,5,55.26,0.566,39.0%,30.9%,5,1
2024-11-13,about,47,475.4,0.556,21.9%,25.8%,43,10
2024-11-13,contact,39,348.13,0.768,56.8%,38.2%,5,22
2024-11-13,home,56,394.87,0.725,40.8%,16.5%,48,22
2024-11-13,services,18,210.86,0.505,40.8%,24.4%,17,7
2024-11-13,blog,21,180.46,0.678,16.3%,16.4%,20,3
2024-11-13,faq,10,102.79,1.224,34.4%,36.1%,0,3
2024-11-13,pricing,10,77.52,0.672,24.8%,25.3%,5,2
2024-11-13,testimonials,3,31.12,0.95,52.9%,38.9%,3,1
2024-11-14,about,33,349.88,0.921,66.0%,11.0%,4,21
2024-11-14,contact,44,479.11,1.029,65.9%,59.8%,9,28
2024-11-14,home,53,365.06,1.016,13.4%,16.9%,10,7
2024-11-14,services,20,180.01,1.03,50.5%,22.0%,8,10
2024-11-14,blog,13,127.91,0.838,28.2%,49.1%,6,3
2024-11-14,faq,6,50.39,0.769,20.9%,58.3%,1,1
2024-11-14,pricing,8,79.16,0.673,64.6%,28.5%,8,5
2024-11-14,testimonials,5,46.16,0.822,26.0%,50.6%,1,1
2024-11-15,about,32,269.89,0.943,61.5%,52.9%,24,19
2024-11-15,contact,56,467.92,0.977,13.2%,43.5%,10,7
2024-11-15,home,60,629.09,0.677,61.7%,16.9%,25,37
2024-11-15,services,17,142.99,0.938,57.0%,50.2%,12,9
2024-11-15,blog,18,176.94,0.727,20.1%,12.7%,0,3
2024-11-15,faq,10,73.21,0.721,60.2%,37.4%,1,6
2024-11-15,pricing,12,113.65,0.598,28.4%,26.3%,5,3
2024-11-15,testimonials,6,54.54,0.87,69.7%,55.6%,4,4
2024-11-16,about,22,108.16,0.989,62.8%,35.3%,5,13
2024-11-16,contact,20,101.42,0.521,62.2%,36.5%,19,12
2024-11-16,home,40,390.61,0.703,48.9%,30.9%,16,19
2024-11-16,services,14,130.25,0.908,54.8%,25.6%,8,7
2024-11-16,blog,16,110.18,0.718,10.0%,55.8%,1,1
2024-11-16,faq,5,45.25,0.592,30.9%,28.7%,0,1
2024-11-16,pricing,3,26.52,0.709,58.1%,27.1%,0,1
2024-11-16,testimonials,5,40.89,0.808,58.5%,26.0%,5,2
2024-11-17,about,20,188.65,0.687,30.7%,10.3%,11,6
2024-11-17,contact,45,314.61,0.832,35.7%,13.1%,34,16
2024-11-17,home,39,366.44,1.138,60.4%,27.0%,17,23
2024-11-17,services,15,114.29,0.702,57.0%,16.1%,7,8
2024-11-17,blog,9,79.75,0.542,54.3%,17.0%,5,4
2024-11-17,faq,7,52.57,0.597,32.6%,29.7%,5,2
2024-11-17,pricing,8,87.77,0.712,23.2%,19.3%,6,1
2024-11-17,testimonials,4,33.61,0.563,66.9%,17.1%,1,2
2024-11-18,about,33,356.26,0.505,21.5%,17.3%,22,7
2024-11-18,contact,50,485.33,0.844,59.2%,38.1%,31,29
2024-11-18,home,74,725.65,0.985,43.1%,22.1%,73,31
2024-11-18,services,26,265.26,0.995,21.6%,33.6%,25,5
2024-11-18,blog,13,109.87,0.77,46.6%,22.0%,5,6
2024-11-18,faq,7,65.26,0.514,23.9%,52.4%,7,1
2024-11-18,pricing,9,62.23,0.832,20.0%,55.8%,1,1
2024-11-18,testimonials,3,39.05,0.813,44.7%,12.7%,0,1
2024-11-19,about,30,303.48,0.633,65.2%,31.2%,25,19
2024-11-19,contact,40,333.91,0.892,65.0%,37.7%,32,26
2024-11-19,home,58,597.3,0.932,60.0%,59.3%,35,34
2024-11-19,services,35,356.2,0.924,60.7%,29.8%,24,21
2024-11-19,blog,17,134.08,1.058,48.1%,19.3%,8,8
2024-11-19,faq,7,58.79,1.305,11.6%,29.0%,2,0
2024-11-19,pricing,10,104.4,0.892,43.0%,17.7%,10,4
2024-11-19,testimonials,9,59.86,1.005,21.5%,37.8%,2,1
2024-11-20,about,32,292.65,0.771,60.9%,19.1%,2,19
2024-11-20,contact,37,454.22,0.914,21.8%,20.6%,20,8
2024-11-20,home,66,634.63,0.839,54.3%,25.3%,13,35
2024-11-20,services,28,254.98,0.621,59.3%,15.1%,2,16
2024-11-20,blog,15,109.12,0.869,32.8%,40.9%,3,4
2024-11-20,faq,11,105.03,0.675,21.0%,26.4%,10,2
2024-11-20,pricing,8,95.08,0.645,36.3%,23.8%,4,2
2024-11-20,testimonials,3,31.54,0.61,60.2%,53.1%,1,1
2024-11-21,about,32,289.4,0.746,54.4%,34.3%,9,17
2024-11-21,contact,48,391.1,0.634,37.5%,33.8%,17,17
2024-11-21,home,46,380.31,0.927,21.7%,35.2%,41,9
2024-11-21,services,15,161.49,0.757,25.7%,31.1%,1,3
2024-11-21,blog,20,141.51,1.063,47.0%,54.2%,20,9
2024-11-21,faq,14,103.65,0.999,47.8%,32.8%,2,6
2024-11-21,pricing,4,37.1,0.546,19.9%,13.2%,2,0
2024-11-21,testimonials,5,44.22,0.879,46.2%,14.0%,4,2
2024-11-22,about,33,283.43,0.782,54.8%,50.1%,14,18
2024-11-22,contact,54,506.27,0.962,17.9%,25.5%,41,9
2024-11-22,home,59,388.34,0.644,47.5%,17.7%,5,28
2024-11-22,services,25,208.28,0.823,29.6%,33.4%,12,7
2024-11-22,blog,20,175.89,0.878,69.1%,51.9%,20,13
2024-11-22,faq,8,53.85,0.62,12.2%,35.3%,4,0
2024-11-22,pricing,12,119.69,0.962,13.8%,29.4%,2,1
2024-11-22,testimonials,4,27.35,0.695,47.7%,42.0%,4,1
2024-11-23,about,20,162.36,1.084,46.5%,32.2%,14,9
2024-11-23,contact,28,220.14,0.606,32.2%,43.2%,16,9
2024-11-23,home,40,417.47,0.842,19.1%,39.9%,37,7
2024-11-23,services,21,209.04,0.475,25.4%,56.7%,7,5
2024-11-23,blog,10,99.28,1.128,57.9%,53.2%,3,5
2024-11-23,faq,9,89.44,0.876,23.2%,17.9%,3,2
2024-11-23,pricing,6,50.46,0.656,56.8%,33.6%,6,3
2024-11-23,testimonials,0,0.0,0.666,59.2%,10.4%,0,0
2024-11-24,about,24,213.42,0.671,25.3%,27.6%,18,6
2024-11-24,contact,32,293.34,0.875,56.0%,14.0%,16,17
2024-11-24,home,48,601.13,0.657,35.7%,11.4%,35,17
2024-11-24,services,18,195.3,1.195,57.5%,59.3%,11,10
2024-11-24,blog,9,40.4,0.914,26.7%,57.9%,7,2
2024-11-24,faq,11,97.65,1.018,52.8%,29.6%,4,5
2024-11-24,pricing,4,34.08,0.805,25.5%,32.5%,3,1
2024-11-24,testimonials,5,41.12,0.74,27.7%,14.5%,2,1
2024-11-25,about,37,299.1,0.901,33.1%,27.3%,8,12
2024-11-25,contact,51,486.19,1.073,30.5%,50.5%,0,15
2024-11-25,home,52,424.62,0.718,21.1%,19.1%,21,10
2024-11-25,services,26,242.17,0.582,62.1%,39.2%,1,16
2024-11-25,blog,9,94.47,0.743,24.6%,58.3%,2,2
2024-11-25,faq,10,103.21,0.899,29.4%,54.5%,1,2
2024-11-25,pricing,5,34.81,0.584,39.5%,26.0%,1,1
2024-11-25,testimonials,1,11.28,0.815,41.3%,42.1%,0,0
2024-11-26,about,30,304.2,1.106,15.3%,43.8%,5,4
2024-11-26,contact,40,417.55,0.914,35.0%,25.5%,2,14
2024-11-26,home,46,497.26,0.495,42.7%,16.3%,38,19
2024-11-26,services,28,285.57,0.987,10.4%,35.5%,20,2
2024-11-26,blog,19,165.39,0.707,26.0%,35.3%,7,4
2024-11-26,faq,5,40.82,0.668,48.1%,59.6%,4,2
2024-11-26,pricing,12,115.6,1.111,26.5%,33.7%,4,3
2024-11-26,testimonials,6,37.72,0.71,65.8%,16.2%,3,3
2024-11-27,about,32,235.22,0.778,65.7%,53.4%,22,21
2024-11-27,contact,35,346.05,0.936,16.8%,42.2%,28,5
2024-11-27,home,60,612.72,0.677,25.1%,51.2%,53,15
2024-11-27,services,16,153.51,0.438,18.0%,44.6%,0,2
2024-11-27,blog,16,193.52,0.86,26.0%,55.5%,6,4
2024-11-27,faq,13,109.08,0.677,33.1%,57.1%,1,4
2024-11-27,pricing,12,99.67,0.522,30.9%,11.1%,3,3
2024-11-27,testimonials,8,84.98,0.709,52.1%,33.0%,4,4
2024-11-28,about,42,334.26,0.494,65.9%,26.9%,2,27
2024-11-28,contact,44,470.24,1.053,52.9%,23.4%,7,23
2024-11-28,home,56,540.05,0.657,68.4%,59.2%,42,38
2024-11-28,services,16,130.73,0.939,35.3%,51.9%,10,5
2024-11-28,blog,14,100.85,0.638,47.9%,11.2%,7,6
2024-11-28,faq,9,69.14,0.82,55.4%,39.1%,3,4
2024-11-28,pricing,4,36.57,0.681,59.2%,26.3%,0,2
2024-11-28,testimonials,10,73.55,1.019,55.6%,41.0%,6,5
2024-11-29,about,37,436.63,1.049,56.9%,45.2%,22,21
2024-11-29,contact,52,518.47,0.799,28.0%,11.0%,0,14
2024-11-29,home,53,421.3,0.936,47.3%,12.4%,12,25
2024-11-29,services,20,180.12,1.124,64.7%,17.3%,16,12
2024-11-29,blog,21,221.3,0.708,39.6%,55.6%,4,8
2024-11-29,faq,8,82.42,0.409,25.1%,55.8%,6,2
2024-11-29,pricing,8,62.71,0.789,59.1%,26.8%,6,4
2024-11-29,testimonials,3,28.57,0.62,21.8%,14.9%,3,0
2024-11-30,about,16,113.46,0.674,23.1%,12.7%,14,3
2024-11-30,contact,27,282.39,0.778,44.2%,51.6%,13,11
2024-11-30,home,39,350.16,0.757,51.1%,21.3%,19,19
2024-11-30,services,14,131.97,0.864,36.9%,34.5%,13,5
2024-11-30,blog,8,73.59,0.777,54.2%,22.6%,3,4
2024-11-30,faq,2,16.66,0.599,28.9%,49.6%,2,0
2024-11-30,pricing,6,51.8,0.887,59.2%,60.0%,5,3
2024-11-30,testimonials,2,17.37,0.773,56.2%,41.5%,0,1
2024-12-01,about,19,162.88,0.7,59.0%,28.9%,8,11
2024-12-01,contact,34,277.11,0.966,14.2%,12.8%,30,4
2024-12-01,home,43,466.2,0.798,36.8%,45.4%,42,15
2024-12-01,services,16,117.92,0.8,44.9%,25.0%,2,7
2024-12-01,blog,14,134.86,1.062,63.2%,30.5%,1,8
2024-12-01,faq,4,27.97,0.973,37.0%,27.3%,4,1
2024-12-01,pricing,7,50.7,1.255,41.1%,10.4%,6,2
2024-12-01,testimonials,3,26.82,0.834,20.7%,27.6%,1,0
2024-12-02,about,37,247.26,0.692,62.0%,43.5%,22,22
2024-12-02,contact,49,362.74,0.766,27.5%,53.4%,49,13
2024-12-02,home,59,510.33,1.328,21.5%,33.2%,28,12
2024-12-02,services,21,155.11,0.199,66.1%,41.9%,18,13
2024-12-02,blog,13,99.25,1.221,56.7%,21.0%,3,7
2024-12-02,faq,9,72.34,1.133,41.0%,14.2%,7,3
2024-12-02,pricing,10,76.86,0.762,40.5%,11.2%,7,4
2024-12-02,testimonials,5,34.17,0.703,11.2%,54.0%,2,0
2024-12-03,about,32,333.66,0.905,18.8%,18.0%,13,6
2024-12-03,contact,50,473.36,0.623,63.9%,41.2%,20,31
2024-12-03,home,68,599.45,0.918,56.3%,34.2%,44,38
2024-12-03,services,28,203.95,0.672,58.8%,20.9%,13,16
2024-12-03,blog,20,183.79,0.564,44.5%,42.3%,4,8
2024-12-03,faq,10,91.83,0.689,30.5%,57.7%,4,3
2024-12-03,pricing,8,75.49,0.992,19.4%,58.1%,4,1
2024-12-03,testimonials,2,18.87,0.62,66.1%,20.3%,1,1
2024-12-04,about,43,452.79,0.91,25.6%,24.8%,41,11
2024-12-04,contact,53,458.24,0.719,62.5%,16.4%,49,33
2024-12-04,home,65,494.96,0.568,55.8%,50.1%,17,36
2024-12-04,services,31,269.7,0.594,19.7%,45.0%,22,6
2024-12-04,blog,16,141.26,0.524,31.7%,27.9%,6,5
2024-12-04,faq,8,66.68,0.768,43.3%,39.4%,5,3
2024-12-04,pricing,7,61.42,0.547,28.4%,11.8%,7,1
2024-12-04,testimonials,3,21.61,1.041,26.7%,19.2%,1,0
2024-12-05,about,34,339.77,0.614,11.3%,30.9%,5,3
2024-12-05,contact,41,303.43,1.276,59.1%,44.2%,6,24
2024-12-05,home,57,566.66,0.744,17.6%,18.9%,39,10
2024-12-05,services,21,195.94,0.601,54.1%,26.1%,19,11
2024-12-05,blog,12,123.64,0.563,13.1%,15.7%,2,1
2024-12-05,faq,9,84.84,1.002,53.7%,15.8%,4,4
2024-12-05,pricing,11,104.3,0.704,15.7%,11.4%,9,1
2024-12-05,testimonials,5,51.53,0.99,18.2%,51.8%,3,0
2024-12-06,about,45,442.06,0.865,13.7%,32.5%,34,6
2024-12-06,contact,31,285.83,0.696,13.3%,51.8%,1,4
2024-12-06,home,71,658.65,0.997,29.9%,46.2%,28,21
2024-12-06,services,20,197.52,0.923,27.8%,16.8%,17,5
2024-12-06,blog,9,68.1,0.874,65.2%,14.7%,7,5
2024-12-06,faq,12,112.09,0.927,15.4%,57.4%,11,1
2024-12-06,pricing,10,72.41,0.453,58.6%,29.0%,4,5
2024-12-06,testimonials,7,74.16,0.725,48.7%,42.5%,2,3
2024-12-07,about,23,183.98,0.664,53.8%,35.0%,18,12
2024-12-07,contact,33,329.31,0.976,15.2%,33.2%,14,5
2024-12-07,home,39,415.15,0.362,47.2%,43.2%,13,18
2024-12-07,services,14,122.14,0.838,68.5%,52.1%,1,9
2024-12-07,blog,15,161.95,1.049,37.2%,51.8%,11,5
2024-12-07,faq,9,95.29,0.84,35.9%,58.3%,1,3
2024-12-07,pricing,9,66.65,0.883,43.9%,35.2%,7,3
2024-12-07,testimonials,6,44.22,0.688,43.7%,25.7%,4,2
2024-12-08,about,25,199.92,0.755,21.6%,57.5%,2,5
2024-12-08,contact,30,231.4,0.767,17.5%,30.7%,21,5
2024-12-08,home,41,414.07,0.545,49.1%,51.2%,3,20
2024-12-08,services,16,153.97,0.694,36.8%,32.4%,8,5
2024-12-08,blog,17,151.52,0.653,24.4%,33.5%,17,4
2024-12-08,faq,9,84.14,0.98,41.8%,11.4%,2,3
2024-12-08,pricing,9,107.44,0.436,60.9%,32.2%,9,5
2024-12-08,testimonials,7,45.45,0.656,54.9%,20.4%,3,3
2024-12-09,about,42,356.88,0.532,33.1%,55.8%,17,13
2024-12-09,contact,51,530.41,0.448,16.2%,46.5%,15,8
2024-12-09,home,66,751.24,0.93,66.5%,54.1%,19,43
2024-12-09,services,26,237.29,0.586,26.1%,11.1%,26,6
2024-12-09,blog,11,70.79,0.689,46.2%,12.5%,9,5
2024-12-09,faq,9,62.21,1.141,12.5%,27.4%,0,1
2024-12-09,pricing,13,148.8,0.852,53.7%,41.5%,4,6
2024-12-09,testimonials,1,8.94,0.519,67.0%,29.2%,0,0
2024-12-10,about,28,259.17,0.728,24.3%,29.4%,20,6
2024-12-10,contact,36,288.88,0.922,14.8%,33.7%,10,5
2024-12-10,home,55,421.25,0.539,65.4%,20.3%,32,35
2024-12-10,services,25,242.98,0.946,68.8%,17.8%,6,17
2024-12-10,blog,18,156.03,0.668,61.5%,21.6%,10,11
2024-12-10,faq,16,141.02,0.758,50.2%,54.4%,6,8
2024-12-10,pricing,13,125.58,0.45,10.1%,24.2%,9,1
2024-12-10,testimonials,4,44.21,0.6,43.6%,29.3%,0,1
2024-12-11,about,40,284.55,0.764,48.2%,58.7%,15,19
2024-12-11,contact,31,279.27,0.961,49.7%,55.6%,21,15
2024-12-11,home,47,366.47,0.309,12.9%,19.6%,26,6
2024-12-11,services,23,238.37,1.105,39.0%,29.5%,13,8
2024-12-11,blog,44,225.12,1.212,25.5%,50.9%,35,11
2024-12-11,faq,16,152.65,0.901,24.9%,11.8%,5,3
2024-12-11,pricing,11,119.69,0.641,36.3%,50.9%,0,3
2024-12-11,testimonials,5,57.71,0.623,23.6%,40.1%,5,1
2024-12-12,about,44,453.91,0.761,63.8%,44.3%,6,28
2024-12-12,contact,38,257.24,0.418,45.1%,36.1%,6,17
2024-12-12,home,56,555.41,0.455,36.5%,27.3%,19,20
2024-12-12,services,30,328.32,0.707,26.7%,42.3%,3,8
2024-12-12,blog,7,66.79,0.994,25.2%,37.8%,7,1
2024-12-12,faq,13,172.4,1.127,34.1%,24.9%,12,4
2024-12-12,pricing,10,113.61,0.891,32.7%,25.1%,1,3
2024-12-12,testimonials,5,23.28,0.783,23.1%,16.5%,0,1
2024-12-13,about,28,243.7,0.477,45.5%,54.3%,6,12
2024-12-13,contact,52,405.2,0.838,30.2%,14.5%,32,15
2024-12-13,home,70,510.5,0.745,49.9%,45.4%,17,34
2024-12-13,services,32,307.63,0.689,57.4%,42.0%,9,18
2024-12-13,blog,17,165.13,0.451,28.3%,14.3%,11,4
2024-12-13,faq,9,67.43,0.605,19.6%,18.2%,1,1
2024-12-13,pricing,9,94.5,0.62,37.2%,59.5%,9,3
2024-12-13,testimonials,4,44.18,0.702,66.5%,53.1%,0,2
2024-12-14,about,25,193.91,0.479,29.0%,33.4%,16,7
2024-12-14,contact,26,240.81,0.624,47.7%,28.3%,26,12
2024-12-14,home,43,454.82,0.914,40.5%,12.7%,35,17
2024-12-14,services,25,219.11,1.171,41.2%,58.8%,21,10
2024-12-14,blog,14,139.85,0.585,34.3%,56.6%,12,4
2024-12-14,faq,7,81.03,1.122,53.2%,47.3%,5,3
2024-12-14,pricing,4,36.62,0.83,11.2%,26.4%,2,0
2024-12-14,testimonials,6,47.66,0.675,52.9%,25.7%,1,3
2024-12-15,about,24,160.86,1.03,61.4%,31.7%,1,14
2024-12-15,contact,25,268.45,0.823,10.3%,56.8%,11,2
2024-12-15,home,39,171.34,0.956,64.0%,56.5%,13,24
2024-12-15,services,17,133.33,0.445,23.8%,20.0%,7,4
2024-12-15,blog,8,80.26,0.677,61.1%,34.2%,4,4
2024-12-15,faq,5,47.74,1.203,15.9%,50.6%,2,0
2024-12-15,pricing,4,41.86,1.08,29.2%,14.7%,3,1
2024-12-15,testimonials,1,8.07,0.785,44.2%,29.1%,1,0
2024-12-16,about,31,297.1,0.965,12.8%,38.3%,16,3
2024-12-16,contact,54,431.93,0.951,64.5%,14.7%,11,34
2024-12-16,home,71,463.05,0.662,32.5%,35.4%,32,23
2024-12-16,services,32,317.33,0.858,61.0%,30.7%,14,19
2024-12-16,blog,16,172.99,0.351,36.2%,47.4%,1,5
2024-12-16,faq,10,69.71,0.571,38.4%,53.9%,8,3
2024-12-16,pricing,11,81.15,1.123,32.1%,44.5%,7,3
2024-12-16,testimonials,2,15.76,0.668,25.0%,50.3%,2,0
2024-12-17,about,37,319.89,0.868,54.4%,25.5%,8,20
2024-12-17,contact,49,454.01,0.736,47.0%,10.1%,40,23
2024-12-17,home,55,384.8,1.227,60.2%,23.2%,43,33
2024-12-17,services,21,176.95,0.801,66.0%,13.9%,2,13
2024-12-17,blog,15,152.34,0.81,39.0%,34.5%,1,5
2024-12-17,faq,15,87.31,1.047,37.6%,10.8%,14,5
2024-12-17,pricing,5,41.42,0.575,35.9%,41.2%,4,1
2024-12-17,testimonials,6,50.56,1.101,39.1%,42.4%,4,2
2024-12-18,about,38,310.47,0.749,15.5%,56.2%,27,5
2024-12-18,contact,44,323.11,0.566,60.3%,42.7%,38,26
2024-12-18,home,71,485.26,0.937,14.0%,11.4%,9,9
2024-12-18,services,28,265.21,0.668,19.5%,49.4%,11,5
2024-12-18,blog,8,82.28,0.83,17.3%,36.7%,7,1
2024-12-18,faq,11,77.64,0.783,55.1%,55.6%,7,6
2024-12-18,pricing,8,63.11,0.973,66.0%,46.0%,7,5
2024-12-18,testimonials,5,51.22,0.686,45.1%,35.4%,5,2
2024-12-19,about,34,387.55,0.913,34.7%,41.5%,8,11
2024-12-19,contact,47,449.6,0.692,26.6%,55.2%,42,12
2024-12-19,home,71,597.37,0.848,38.6%,59.6%,28,27
2024-12-19,services,21,210.86,0.943,23.7%,56.1%,14,4
2024-12-19,blog,10,101.95,0.959,58.6%,54.3%,3,5
2024-12-19,faq,6,45.44,0.732,41.1%,15.6%,0,2
2024-12-19,pricing,10,90.4,0.747,68.4%,31.9%,9,6
2024-12-19,testimonials,6,48.68,0.785,42.6%,26.9%,3,2
2024-12-20,about,28,273.08,0.667,68.1%,49.0%,15,19
2024-12-20,contact,36,370.26,0.88,19.8%,50.6%,28,7
2024-12-20,home,59,547.77,0.927,33.7%,22.7%,55,19
2024-12-20,services,24,236.43,0.593,10.0%,50.3%,21,2
2024-12-20,blog,14,130.4,0.688,35.9%,48.2%,0,5
2024-12-20,faq,11,78.45,0.905,40.2%,37.2%,7,4
2024-12-20,pricing,12,92.05,0.51,50.2%,13.6%,1,6
2024-12-20,testimonials,3,27.13,0.903,28.2%,28.1%,1,0
2024-12-21,about,26,265.42,0.721,24.0%,40.4%,14,6
2024-12-21,contact,21,210.97,0.633,21.3%,38.7%,8,4
2024-12-21,home,35,316.55,0.568,59.8%,27.5%,16,20
2024-12-21,services,18,118.11,0.299,52.4%,57.0%,4,9
2024-12-21,blog,12,125.78,1.008,24.1%,23.5%,11,2
2024-12-21,faq,10,75.81,0.852,14.7%,36.4%,3,1
2024-12-21,pricing,9,98.58,0.622,14.8%,19.2%,4,1
2024-12-21,testimonials,1,9.47,0.933,25.0%,13.3%,0,0
2024-12-22,about,18,233.74,0.828,40.8%,34.8%,16,7
2024-12-22,contact,22,206.16,0.358,28.3%,44.4%,10,6
2024-12-22,home,38,355.86,0.706,21.8%,44.5%,27,8
2024-12-22,services,16,125.07,0.748,28.6%,43.2%,0,4
2024-12-22,blog,7,56.1,0.66,26.8%,16.4%,1,1
2024-12-22,faq,13,111.63,0.693,69.0%,58.0%,5,8
2024-12-22,pricing,8,84.27,0.693,12.3%,53.5%,8,0
2024-12-22,testimonials,4,36.16,0.789,14.9%,45.8%,4,0
2024-12-23,about,38,347.76,0.894,58.4%,15.5%,21,22
2024-12-23,contact,49,376.98,0.662,46.2%,35.2%,48,22
2024-12-23,home,53,576.56,0.832,17.5%,16.5%,33,9
2024-12-23,services,21,205.09,0.734,43.7%,19.3%,15,9
2024-12-23,blog,16,120.8,0.641,57.2%,12.8%,8,9
2024-12-23,faq,12,103.65,1.031,26.3%,29.2%,8,3
2024-12-23,pricing,8,73.64,0.805,20.0%,12.3%,8,1
2024-12-23,testimonials,8,72.42,0.525,41.7%,50.5%,7,3
2024-12-24,about,32,210.13,0.579,59.9%,23.7%,21,19
2024-12-24,contact,47,372.05,0.468,23.4%,56.6%,42,11
2024-12-24,home,73,547.67,1.125,10.1%,16.0%,16,7
2024-12-24,services,25,247.58,0.697,46.5%,32.2%,8,11
2024-12-24,blog,11,82.53,0.904,44.8%,55.2%,1,4
2024-12-24,faq,13,129.49,0.733,60.4%,33.6%,3,7
2024-12-24,pricing,7,52.1,1.096,18.7%,30.3%,4,1
2024-12-24,testimonials,6,63.64,0.499,13.4%,11.2%,0,0
2024-12-25,about,55,396.95,0.681,55.4%,42.0%,53,30
2024-12-25,contact,38,301.27,0.831,18.8%,13.7%,12,7
